timestamp,block_height,block_time,difficulty,hash_rate,transactions_per_block,mining_pool_concentration,orphan_blocks,network_latency,node_count,is_51_attack,hash_rate_skew,block_reorg_depth,attack_detected,transaction_volume,gas_price,contract_creations,failed_transactions,unique_addresses,avg_transaction_value,miner_rewards,uncle_blocks,network_hash_rate,anomaly_type,anomaly_confidence,is_anomaly
2020-01-01 10:00:00,11,12.341455767968844,5319745844805.001,627204534.8757648,67,0.1393357980983063,0,2.1485492390123966,1479.249919404765,0.0,-0.1234980312862436,1,0,10402.297873646929,7.443216333040459,10,6,4454.796432279558,4982.642468130332,1.4735145908535028,3,20598982309.76021,normal,0.0,0
2020-01-01 11:00:00,12,12.335675616074358,8912296202583.938,386069304.322756,73,0.2164906854974616,0,0.0715330450091666,1795.0171581246798,0.0,-0.0589856314449566,1,0,507391.3970033316,4.216743963430062,14,2,4493.538900217226,2787.903221471665,1.80754324706018,0,15595879089.273554,normal,0.0,0
2020-01-01 12:00:00,13,14.104905678915085,5906980643637.266,945349702.6592448,89,0.3646212174396626,0,1.621025949154381,1675.4061789973885,0.0,-0.011775316920051,0,0,4554.653577364814,12.905579537053807,17,6,4638.939945144155,493.5877310381023,1.9033057685408248,0,50959024785.53872,normal,0.0,0
2020-01-01 13:00:00,14,8.716799388355504,6236968162584.513,103485658.16287534,93,0.4351491837311797,0,1.9035168475062088,1272.0190559915516,0.0,0.1239577851558416,0,0,81949.47130228028,1.4306593989528436,16,2,5082.3553352289255,29194.75328493028,2.3114610706902945,0,130989392697.99928,normal,0.0,0
2020-01-01 14:00:00,15,9.187705418717416,5007385031969.426,337369049.5364798,82,0.0497289364420045,1,1.1247840764451684,1156.7275441473787,0.0,-0.0125914493774087,0,0,387575.3952821793,24.1649054419534,15,3,6213.186227182838,1509.8304519135872,1.8341320026636043,2,56416334688.231766,normal,0.0,0
2020-01-01 15:00:00,16,12.094281176897567,5730238086303.691,652663784.6978467,83,0.266233082861036,0,4.631688731753478,1444.5498646266888,0.0,0.206786291188859,1,0,1401.6550857476434,14.611094647843297,12,2,5326.708243385492,609.1068837435993,1.87081424141222,1,86495754942.06491,normal,0.0,0
2020-01-01 16:00:00,17,10.96792219916394,5038250987322.47,827314315.5954725,92,0.0499498520051908,0,0.7960933439419233,1306.817525421798,0.0,-0.0318574969243955,1,0,11084.795220313928,13.718459083615176,17,0,5659.567888928771,91091.77581636568,2.0273775279807835,0,5503637375.214463,normal,0.0,0
2020-01-01 17:00:00,18,14.285618331488184,5842181466362.131,2159089890.270418,98,0.6401895921263199,0,0.1390825551006695,1593.5477495955597,0.0,0.0098410019149587,0,0,216298.52350446096,7.146228058716587,24,1,6117.465924537194,1762.338018475494,1.6052006136899826,1,96977194475.3979,normal,0.0,0
2020-01-01 18:00:00,19,11.229939811196973,7535410987728.715,328148016.09327185,73,0.6363708836727134,0,2.2285871698765862,1642.7036810639302,0.0,0.1322311040408071,0,0,222902.35742250152,47.00893564825652,13,4,5612.657266149988,2967.807056422513,2.548289939645881,0,218030433326.33615,normal,0.0,0
2020-01-01 19:00:00,20,9.969240746661772,8455203737297.697,2130200112.6610303,97,0.2143839453001913,0,1.858854540934714,1551.225547851379,0.0,-0.1259335064797375,0,0,15630.959333318668,1.8969041790906929,16,1,4456.872010085227,5195.012757073939,1.867678666934586,0,35931334947.73853,normal,0.0,0
2020-01-01 20:00:00,21,17.164121922303885,5777730980077.389,251003181.7574786,79,0.076026144291759,0,9.03038669420337,1338.8519855029576,0.0,0.1201631436169157,0,0,5067.778387313675,40.77735932530906,13,2,4767.388867093466,407.7925018336669,2.190384920128415,1,124396594883.81068,normal,0.0,0
2020-01-01 21:00:00,22,12.935559248783662,5612867218422.182,1831949269.5928168,81,0.196379246322956,1,0.5261305507747636,1245.9016793178814,0.0,-0.065024021515909,0,0,149025.34105504068,9.45471363540613,12,1,4965.558819701784,990.3019740115787,2.090126764815666,1,81491980601.28613,normal,0.0,0
2020-01-01 22:00:00,23,13.66882051171981,7900732946577.473,1098780896.992919,78,0.0654341991792801,0,1.0066886452817918,1632.2205979450755,0.0,-0.0233337931829888,1,0,234942.9987428636,42.5094609727133,11,1,6499.479773979874,2167.296876597637,1.5461256940172496,0,30074269272.77332,normal,0.0,0
2020-01-01 23:00:00,24,9.93812953446636,6119661778884.772,194616481.88793847,99,0.2959004113055228,0,1.2367466775756364,1665.788464464312,0.0,0.0250529431279597,0,0,2144.5248742389485,26.09513235439495,12,2,3587.089790812352,31065.09517630036,2.009925742748526,1,52195139084.431206,normal,0.0,0
2020-01-02 00:00:00,25,12.139043188687044,5067101033076.279,659530804.0717317,76,0.274370425426709,0,3.953883804342658,1721.472756311908,0.0,-0.0807449787569512,0,0,1982.6164724379644,2.200108546249103,15,1,4905.969877420981,716.0026733583309,1.873716330473426,1,154207027417.1406,normal,0.0,0
2020-01-02 01:00:00,26,13.777306474274663,5626845672524.0,460933419.5851103,75,0.4142453051288114,0,1.070810457225053,1441.9581769949348,0.0,0.2661491347048859,0,0,34562.11309925847,35.62069805169569,16,1,4957.02615429244,13152.017857511104,2.107661960460361,0,24107308678.572098,normal,0.0,0
2020-01-02 02:00:00,27,10.622516056444244,5274759290397.653,906937950.2577724,86,0.1649225795078439,0,2.9581208157736185,1481.7288581722808,0.0,0.0222847214585337,1,0,77553.34234155182,22.92520263376586,14,0,4022.897613253128,5843.654311819695,2.361256037640077,0,242168749305.49185,normal,0.0,0
2020-01-02 03:00:00,28,14.43924504586418,5634509135761.487,388082464.1859932,84,0.1580109337057487,0,0.3414407664368389,1662.271269740065,0.0,0.0137806261174859,0,0,12110.908199196085,0.6567026772409446,12,2,4661.146266073477,2464.8650300411127,2.3154023457843933,1,309307774101.70764,normal,0.0,0
2020-01-02 04:00:00,29,11.998403275202987,5607824109969.514,356824197.45086604,75,0.1626406138415957,0,1.0545347490141928,1502.3470307457692,0.0,-0.0589577001170096,0,0,85698.24619991097,2.870542122852604,13,2,4388.4389223597855,974.6151465273635,2.161322784647885,1,40975526103.09445,normal,0.0,0
2020-01-02 05:00:00,30,12.770765625516807,5872620324691.118,1907567262.764125,89,0.1502639834432839,1,0.3367839271952419,1385.4953641621737,0.0,-0.1341830360160935,1,0,5322.651105565229,20.191602168512084,15,1,6087.890990239881,576.6718737284219,1.8283667825868928,0,98485687649.51372,normal,0.0,0
2020-01-02 06:00:00,31,11.995733469426508,5441253682737.675,439557503.74643207,90,0.3031707163134358,0,5.978660220056722,1332.1796132952456,0.0,0.113610763519331,0,0,320.7342189611679,21.72975198657312,18,1,4877.654088747483,378027.5113655133,1.8454899062194128,0,130595147412.12846,normal,0.0,0
2020-01-02 07:00:00,32,18.130695461272342,5179450222370.071,1108664887.4163346,80,0.3801807991673303,0,0.39143935466303,1643.6740654038229,0.0,-0.0270914487099211,0,0,9435.154711984353,27.45978005284019,12,2,3988.854618087538,15549.97390929752,2.2170732844866645,3,13307419418.193771,normal,0.0,0
2020-01-02 08:00:00,33,13.466256938155166,5700613856111.662,387276131.6188544,83,0.3621587041010365,0,1.0862594336010982,1441.627765396828,0.0,0.0330832199366377,0,0,24995.830077200422,25.476849828852146,11,2,3274.05999070282,1942.9142888919296,1.793541117451003,1,100025119371.27644,normal,0.0,0
2020-01-02 09:00:00,34,10.855722677610247,6773150991973.324,2568693547.2496285,90,0.4643499265641717,0,0.1716838812793129,1391.1371441345125,0.0,-0.0976230962659749,0,0,12686.834487321168,21.54797518266431,10,3,4630.619770067586,2466.8872679115075,2.009172081494044,2,4195829315.387986,normal,0.0,0
2020-01-02 10:00:00,35,15.556362280257972,6090680512739.517,246202609.47528952,81,0.3274650080236311,1,5.086347915457714,1590.0276556102258,0.0,0.0813903132540001,0,0,2170.675031708772,29.069112655615008,25,2,6124.7559619756685,1204.1078595847762,2.087474776211012,0,118563533010.43063,normal,0.0,0
2020-01-02 11:00:00,36,10.447890875072444,5413045566206.105,262524893.72897884,73,0.2218782927786821,0,1.9553685004342451,1357.528394346514,0.0,-0.031469492815959,0,0,583.300241767852,17.11735582634497,21,0,4276.195452446964,326.0752322997334,1.5992294118511812,0,19577887082.9238,normal,0.0,0
2020-01-02 12:00:00,37,14.022158987511888,7741447060897.154,2228327589.329572,92,0.5744814075466462,0,6.564497388939,1384.4158296000371,0.0,-0.1652537188677652,0,0,7877.945230233745,6.043502098814306,13,2,3786.937547409564,1251.7578834695614,1.9192590076003828,0,212407950091.02896,normal,0.0,0
2020-01-02 13:00:00,38,8.600824690300561,7432780014965.74,310922302.92408526,87,0.3595373660063468,0,0.0863821705806653,1508.0125445698263,0.0,-0.0289437395482171,0,0,132629.06732406403,48.69414700249411,12,3,5589.752718536178,1517.6624971298972,2.1175239931308485,0,39772723008.99535,normal,0.0,0
2020-01-02 14:00:00,39,10.179534877753923,5234897862584.454,2405621930.814428,72,0.0645086575723596,0,0.3846916864685035,1406.709521656329,0.0,0.0778894111847342,0,0,271683.9928348404,0.3676389697800586,13,1,4880.182859031974,26057.622825647,1.87941067730371,0,39753262720.56884,normal,0.0,0
2020-01-02 15:00:00,40,13.992153089672808,5040215496311.193,1183616690.1849427,91,0.480893447597654,2,0.956229113399154,1782.9319571919564,0.0,0.0587835143689663,0,0,236907.90741097133,9.13185421514562,13,3,5274.996518480204,3137.961843510301,2.429977612315979,0,81340708803.2609,normal,0.0,0
2020-01-02 16:00:00,41,15.346166449988528,6352119852323.342,415648410.34869903,72,0.0774419823209073,0,1.9423382669904332,1606.6799854803287,0.0,0.0383728983366121,0,0,4307.792753251073,26.103158986966264,15,1,7462.006475162381,1170.4222881141468,1.7147940050816235,1,35533509769.74711,normal,0.0,0
2020-01-02 17:00:00,42,13.928420702974924,6757997443110.701,79138222.06558205,89,0.1553252130709631,0,0.7995158693140542,1525.3738873244945,0.0,-0.0035161640311417,0,0,2192.038808983183,11.142838449548266,10,2,6157.582466175472,38887.50534487647,2.408391671605507,0,32250062427.86316,normal,0.0,0
2020-01-02 18:00:00,43,13.210879294029398,8437795993212.773,475882577.4470907,81,0.4319086153526871,0,2.4887149306363723,1780.8981413497934,0.0,0.0038437272553392,0,0,59472.4958452733,0.5029596784635093,18,5,4308.621183108909,1007.766453275474,2.4972389133813966,0,230634762818.1244,normal,0.0,0
2020-01-02 19:00:00,44,12.747240761026776,7205788691694.33,537065196.3267442,75,0.2339745524965987,0,0.3609574242674586,1515.937659324192,0.0,-0.0555857348232821,0,0,78448.68715295533,1.3651678923986774,25,1,4051.775994491951,1907.988006550378,2.326108907232725,0,115592071961.4894,normal,0.0,0
2020-01-02 20:00:00,45,9.803695024081431,5917628546865.742,1558855497.191495,82,0.1282580513371959,0,1.8357667918720677,1716.382065153739,0.0,0.1161458936957513,0,0,49037.43232256851,20.918729049523822,13,2,3313.387067392644,19702.20310317656,2.353357116750186,0,211563699980.4173,normal,0.0,0
2020-01-02 21:00:00,46,11.700389479013229,5755133950505.363,2375436806.9554186,91,0.1913721415034593,0,1.0148833040842624,1301.0819974911178,0.0,-0.0050619150718944,0,0,392.2398251321888,66.970921856353,13,0,4866.372362197594,621.9889668220807,1.819074708981678,0,93502768478.93144,normal,0.0,0
2020-01-02 22:00:00,47,12.348403072600531,5028235960383.236,244570170.31473333,79,0.4561021246871043,0,1.4195329531616498,1373.59553831109,0.0,-0.0525977581605712,0,0,3890.258279758004,16.053154171693215,11,3,5899.358124937383,997.2133487865752,1.6062241467312188,0,35594355172.10819,normal,0.0,0
2020-01-02 23:00:00,48,16.142805565547288,5283233909340.684,1081031769.310683,95,0.1535033921543646,0,1.6862341756814785,1308.3850245372894,0.0,0.1791220401361938,0,0,20756.65961416809,14.135099684557437,21,3,3455.060514758761,1261.653244372965,2.065147458823514,0,89225016802.83878,normal,0.0,0
2020-01-03 00:00:00,49,14.359045723921154,5615472971072.027,1043036654.843456,81,0.1895597109069657,1,0.1235292883434682,1600.8765644809023,0.0,0.1238223373000835,0,0,58362.9406374681,7.664051737148051,10,0,5823.152169222245,5148.223603165416,1.7961047458394446,1,68136653710.8428,normal,0.0,0
2020-01-03 01:00:00,50,9.092399611593166,5990216913085.534,1419275975.912288,69,0.693662498865679,0,5.15468243397373,1191.013761770559,0.0,0.0097116264807574,0,0,102192.61820252282,5.932860007968675,15,4,5639.295441742217,245.5050335881308,1.9288495381056536,0,45544215588.04604,normal,0.0,0
2020-01-03 02:00:00,51,14.310209923486989,5814754143080.8125,798854921.4885081,83,0.2324364942712385,0,3.0844169845728566,1563.5229892190466,0.0,-0.0351006967088317,0,0,29392.859349675196,0.4241659235468625,8,1,5357.599223779709,2135.227024907632,1.7421749832718971,0,194166991548.75037,normal,0.0,0
2020-01-03 03:00:00,52,12.537294298959209,6357263813649.033,69546232.76662967,77,0.1591435998794627,0,1.1684269521662844,1401.22488720139,0.0,-0.0320596737065211,0,0,42683.49596213324,6.375334462021263,9,1,4429.223046785622,565.6850685289908,1.798809093931463,0,108242428748.91615,normal,0.0,0
2020-01-03 04:00:00,53,11.807694999235103,5328180412252.544,415327352.0899121,72,0.648321912213149,0,1.585800222647321,1526.1054983501156,0.0,-0.0963290574036614,0,0,26101.052462257456,11.924418541229,10,1,5125.673472216081,1991.827358866757,2.254078558226218,1,94529080512.50116,normal,0.0,0
2020-01-03 05:00:00,54,15.02919072210217,5832300305902.498,152746833.38282424,78,0.3623894196535201,0,0.0661533074998194,1496.0876115358076,0.0,0.0952831195166313,0,0,86789.31104624155,4.411681168473124,12,1,5679.265395291445,6380.842930611872,1.810391961127062,1,47333636645.96848,normal,0.0,0
2020-01-03 06:00:00,55,16.077498806239877,5092271269702.432,396185948.95800143,99,0.5066429135495762,0,1.378100502925635,1611.0290820258244,0.0,0.183890968706023,0,0,41180.96042763344,1.8280123886833552,17,3,5507.704153761129,526.4043968283248,2.0642065262487304,0,182287434894.35056,normal,0.0,0
2020-01-03 07:00:00,56,15.828200297790495,5533864873369.178,1292706909.344476,82,0.241147853588654,0,1.1113529090797791,1947.2206766850363,0.0,0.0573059086375298,1,0,25121.399210719806,25.2976732726226,19,1,5116.722687593069,445.6390500938354,1.795750618492202,0,48683064008.12474,normal,0.0,0
2020-01-03 08:00:00,57,11.401956191943404,6386937899965.005,658286520.4164978,100,0.3395262645749334,0,0.9383607905326236,1903.8410964482537,0.0,0.1551662013538479,0,0,12877.828641669998,45.00369935033436,12,1,5166.28802660807,1365.7937662681527,1.926835335715526,1,116944752112.19304,normal,0.0,0
2020-01-03 09:00:00,58,12.726969060371964,6182214096074.207,1529322809.8005416,84,0.582005898871244,0,3.378609385575323,1663.3634340428584,0.0,0.0861029477858493,0,0,25915.145628745035,55.22018280246116,24,1,6065.250947852984,1275.757802806582,1.3405543261895625,0,205053245015.5635,normal,0.0,0
2020-01-03 10:00:00,59,14.32815857850891,9671602464184.588,682828249.2691855,80,0.464290379387025,1,0.4016009899388962,1431.3869832154612,0.0,-0.1469707953946164,0,0,58057.12726807367,19.24662683678377,10,1,4338.139873035748,8711.920164867075,1.673467645549723,0,78433317878.26764,normal,0.0,0
2020-01-03 11:00:00,60,15.938862817805898,5325579356426.93,132444475.18185632,78,0.3678910956722172,0,0.3879226727950781,1537.7219108062386,0.0,0.1463449776771304,0,0,37607.19914963287,1.084363619267176,11,1,5551.40915603023,167.28410286030982,2.179228678698077,0,167420505794.27573,normal,0.0,0
2020-01-03 12:00:00,61,12.302064405386774,5689532320394.723,39003150.9112788,108,0.1866929231088339,0,1.4749415390996683,1420.493678546613,0.0,-0.0224410058292616,0,0,47176.57880637431,27.007939432793837,11,1,6624.087779858039,2246.1973037434177,1.634371466749441,1,148994234158.76245,normal,0.0,0
2020-01-03 13:00:00,62,13.035852558340457,5399776937131.097,563010458.1462096,76,0.2673519028441754,0,2.324023422289528,1352.8279213077803,0.0,0.021917247217927,0,0,323011.66713142727,2.332818131076601,11,2,4344.918056708053,694.0715068038711,1.9898452292198212,0,21079679035.747665,normal,0.0,0
2020-01-03 14:00:00,63,10.73416256498493,5580896065014.139,391726140.9767537,79,0.3862086829375599,0,0.0453922991918614,1109.4160414908868,0.0,-0.0909771540494855,0,0,37433.74485650286,22.157992718751544,10,3,4610.03160676508,387.35350626559546,1.9811397482321076,1,130494423566.42574,normal,0.0,0
2020-01-03 15:00:00,64,10.509483439798323,6944561967346.535,182644876.6320597,98,0.1880311360050022,0,1.5786135991491157,1454.4245567909102,0.0,-0.1754812043036959,0,0,6014.947854055143,30.22498628941119,11,2,3211.673937949471,559.1296396106892,2.265727886999094,2,35743287776.788574,normal,0.0,0
2020-01-03 16:00:00,65,15.531314555985496,6152674914712.484,88576110.88209234,67,0.1831947636856063,0,0.7096365621481012,1555.191009042809,0.0,-0.062226786656618,0,0,128954.32772215753,25.8826707668748,19,1,4947.329250509219,804.6122274763395,1.5759915629397725,0,101938644316.40736,normal,0.0,0
2020-01-03 17:00:00,66,16.89060007142706,7140816571436.339,232699106.02760264,88,0.4366694426094643,0,2.8284127486193773,1622.2978574952435,0.0,0.0274246201860234,1,0,1433.1116305108874,60.68272959942316,10,1,5963.004991686179,459.9356564488767,1.997016896610165,2,159658006727.47928,normal,0.0,0
2020-01-03 18:00:00,67,13.319974696049163,5227542096159.777,399413793.9921747,84,0.4353692659705231,0,1.2655041140644008,1522.5613825718713,0.0,0.0128888841284077,0,0,2533.0344199543856,26.79938537622697,16,4,5585.403917924565,694.6787566503324,1.821700496035212,0,135715213280.3887,normal,0.0,0
2020-01-03 19:00:00,68,16.00883224473006,7066415690370.621,944227625.4583038,96,0.2577624264078158,0,3.592441994812691,1361.1494563044257,0.0,0.0796908652473205,0,0,43117.94425373045,23.63182161726626,21,3,3993.916710851622,1951.992382911705,2.507633924571488,0,71043970808.5696,normal,0.0,0
2020-01-03 20:00:00,69,14.404090062619083,5061622535881.624,585883241.7729994,95,0.1476623492053573,0,1.0115964829141166,1400.3400682981396,0.0,0.0290138313471406,0,0,61870.16377308408,6.069270194989428,13,3,4330.789811824036,555.7948060937198,2.603662892852259,0,59068479182.04006,normal,0.0,0
2020-01-03 21:00:00,70,11.88720061348719,7194621492238.292,2422503259.339156,90,0.5207605775088151,0,3.5099628829404037,1684.7020938013432,0.0,0.015290565262728,0,0,1826.0264622862808,51.74375461840867,18,4,4293.656917981063,2701.7349970999294,2.328810910134602,0,306954631345.6807,normal,0.0,0
2020-01-03 22:00:00,71,14.403489013771036,5399096102542.82,172239402.8336261,72,0.3472944906115965,0,2.5211362890726785,1158.074622810714,0.0,-0.0543932533558028,0,0,10243.155833987406,3.957896764946192,15,1,5953.127708055372,5654.218463801381,2.247429561233553,0,415246340934.4504,normal,0.0,0
2020-01-03 23:00:00,72,17.345091416164923,5377734626830.263,1170923852.9260907,77,0.1429556806510365,0,3.523516715548316,1398.1135183748354,0.0,0.2024261315422006,0,0,6554.00987231024,47.05581357736318,18,1,2902.530298007336,3902.259936909909,1.922403210666388,1,107532996267.63522,normal,0.0,0
2020-01-04 00:00:00,73,13.410434902225122,5717621399232.266,508664256.60368747,81,0.6818836931070542,0,3.3471046546793097,1504.6711096130548,0.0,0.1969565625551554,0,0,8321.912325644635,7.498598081591319,16,2,3997.6163989357424,1522.2518948922234,1.957913702751852,1,9086030744.830109,normal,0.0,0
2020-01-04 01:00:00,74,17.411609139535017,7824980518255.914,971808303.272032,77,0.4105963099154229,0,1.3324825007041476,1417.950333458723,0.0,0.0268067594480909,1,0,145392.97858025337,2.7890024790978964,13,1,5110.104851457853,3512.959933841499,1.890636977062388,0,20048305239.72181,normal,0.0,0
2020-01-04 02:00:00,75,6.950637239775639,5048960611610.247,313554935.87433004,83,0.1467548735971783,0,0.9180210567900496,1196.3553590241163,0.0,-0.138527613036265,0,0,90491.47506682892,35.05266297265038,11,1,4981.692069517652,277.33407669363964,2.098171769035891,1,50904001839.42623,normal,0.0,0
2020-01-04 03:00:00,76,15.55475626093806,5434221089181.182,1416819452.029191,65,0.1582095734726242,1,2.897572598053384,1686.9934956051052,0.0,0.0369422916451649,0,0,21199.98260821574,0.0499714486970049,11,6,3329.4421449877973,364.8028259191653,1.7917068624586745,0,180378332758.3523,normal,0.0,0
2020-01-04 04:00:00,77,13.717617670595429,6941922032956.1,651784639.8475283,93,0.1711427473982283,0,0.8973426251456283,1732.828221948461,0.0,-0.125985274903603,0,0,7391.427382040169,35.68634276577916,14,3,6309.909577968343,4391.346287927041,1.6720373629133374,1,76334316583.88945,normal,0.0,0
2020-01-04 05:00:00,78,12.752481623835331,5504271279544.665,245929388.7476428,96,0.3359150690672405,0,0.1872955795306172,1302.5551531822186,0.0,-0.1397317012007165,0,0,1481.337477322183,6.084681877579106,10,2,4051.2538364388215,1584.7562508749968,1.8415833826899712,0,378765207229.9332,normal,0.0,0
2020-01-04 06:00:00,79,13.729401941338756,5222090228250.108,479366486.8554551,111,0.1644270411760615,0,3.9157884073802425,858.3429552111126,0.0,0.0999613285307701,0,0,377139.293724166,43.208047358212845,13,2,4000.072983029893,1847.906728053527,1.8418147240072096,2,120979223422.44247,normal,0.0,0
2020-01-04 07:00:00,80,8.531077713497769,5553027356721.409,381814001.55263454,84,0.3500409645064159,0,1.0123337746383203,1899.9656674568669,0.0,-0.085409608153016,1,0,71986.06233434999,23.519319146701136,15,1,4322.417652575125,1303.6635966021215,1.6290947953835908,3,145230612332.43604,normal,0.0,0
2020-01-04 08:00:00,81,12.95082028040622,5487031791366.774,791292585.5999258,81,0.3575761740410064,0,0.2845192046200455,1416.8649626214865,0.0,-0.0492175716350714,1,0,5359.692011397293,21.943266749137447,17,2,4740.683827284783,9247.22626486494,2.5014903984098806,0,12429364201.32578,normal,0.0,0
2020-01-04 09:00:00,82,14.392781428779363,7470012537408.331,149114235.38929918,88,0.1298292149852132,0,2.079612404549212,1305.468356217873,0.0,0.0917831821168114,0,0,92892.57484135425,9.092673116805134,19,2,5906.789130158207,26286.812666954487,2.2648320525685595,1,74530954016.35236,normal,0.0,0
2020-01-04 10:00:00,83,17.19473511185379,6435208911145.931,471131731.6388505,86,0.2245699629815719,0,4.410431303146624,1477.7172102697932,0.0,0.0474538871015058,0,0,19140.32717896676,1.2248094234334053,13,0,5989.797596132191,1150.0956927696643,2.1582153259809087,0,122780227617.79356,normal,0.0,0
2020-01-04 11:00:00,84,12.20432445431588,5703430989613.681,720392854.6639339,82,0.1995298888866001,0,3.946066652542951,1564.1332512177933,0.0,0.0700614447033511,0,0,12404.083231801143,35.447738476968354,12,2,6194.606864064576,2813.4896344220138,1.906783325056562,0,61170715131.76539,normal,0.0,0
2020-01-04 12:00:00,85,11.47876599276703,9454216042922.717,501454436.6960555,104,0.2460963954716047,0,1.6168773386629516,1374.22715354866,0.0,0.1799729208027529,0,0,52597.45726455013,3.7483816267159655,17,3,3463.7874023235204,7980.442715103279,1.9868819967536784,0,38691238421.78489,normal,0.0,0
2020-01-04 13:00:00,86,12.24560739103866,5626007416731.941,1865772930.9793923,79,0.1285006414974932,0,0.184386542267943,1526.038007740575,0.0,-0.0533437910016484,0,0,4999.051633742792,9.312540949967689,18,1,4925.1770406414025,6608.88613964484,2.313306573306814,0,103648690010.34076,normal,0.0,0
2020-01-04 14:00:00,87,15.788505294255184,5060002510614.286,1052067143.7378263,94,0.1749116326656291,0,2.385426739721181,1476.115716859826,0.0,0.0340532657256882,0,0,11075.458138661485,18.343556780201357,14,4,4506.863286779888,748.1863202449334,2.234864465662649,0,44996375814.4137,normal,0.0,0
2020-01-04 15:00:00,88,14.321877774149211,5304183233259.27,481549314.8935745,69,0.1362916806447929,0,1.8772194158270905,1362.474224884363,0.0,0.1502815522347051,0,0,28083.068476525965,13.165399990318903,21,3,5333.985461838895,183.18483065749265,2.358361939098764,1,53613545227.11738,normal,0.0,0
2020-01-04 16:00:00,89,12.175599490582403,5572826000220.704,602554754.1744081,85,0.2905327844117592,0,0.4718202439227444,1173.3698464090185,0.0,-0.0923030601492103,0,0,8111.982870707602,4.429414903979932,15,1,5904.584036626838,44694.71944351072,2.067138041390255,0,50548796990.38298,normal,0.0,0
2020-01-04 17:00:00,90,14.78316858278339,5170672816555.231,652072005.3731399,106,0.2348933446986688,0,4.616004605661835,1766.383463127759,0.0,-0.0131835267704762,0,0,83966.26756249943,3.030796814634141,15,2,4428.61183509916,522.327534481498,2.3855298594956773,2,186533918601.2623,normal,0.0,0
